type,size,cores,blockSize,time,energy,L1_DCM,L2_DCM,FP_INS,TOT_INS
Parallel,4096,5,128,2198.475167,48.089112,2047024532,36122442,27489468418,15169404296,140734786762112
Parallel,5120,5,128,4254.679782,90.299804,3999385672,72573067,53687091202,29617171909,140734786762112
Parallel,6144,5,128,7446.259444,157.560776,6907992525,120621516,92773810178,51176613508,140734786762112
Parallel,7168,5,128,11834.852314,249.542241,10966108483,187040865,147320733698,81258936358,140734786762112
Parallel,8192,5,128,18013.554933,378.622586,16421398901,287384591,219903164418,121286056669,140734786762112
Parallel,1024,4,128,32.421688,1.241299,40375195,692634,536870914,297548693,140733350893552
Parallel,2048,4,128,287.625717,7.167644,320433967,4878944,4294967298,2370900552,140733350893552
Parallel,3072,4,128,1021.928132,23.705180,1082040411,19741843,14495514626,7998344504,140733350893552
Parallel,4096,4,128,2432.302798,55.082249,2562909071,45986667,34359738370,18955041493,140733350893552
Parallel,5120,4,128,4807.410509,107.682328,4996172287,90294341,67108864002,37016870975,140733350893552
Parallel,6144,4,128,8305.224271,184.477444,8635529685,152527334,115964116994,63959809058,140733350893552
Parallel,7168,4,128,13280.694519,292.921314,13713248696,235035543,184146722818,101559755386,140733350893552
Parallel,8192,4,128,20171.154685,440.749469,20522612962,401415888,274877906946,151592652410,140733350893552
Parallel,1024,3,128,41.006352,1.368673,53521581,857098,717225986,396834535,140722175665776
Parallel,2048,3,128,394.877558,7.648179,429737044,7449402,5729419266,3162116596,140722175665776
Parallel,3072,3,128,1334.645712,24.617409,1445201700,27560836,19327352834,10662234804,140722175665776
Parallel,4096,3,128,3233.497439,59.721125,3413689574,59307677,45814382594,25270203398,140722175665776
Parallel,5120,3,128,6331.235807,115.793740,6661059674,108931660,89481281538,49353338400,140722175665776
Parallel,6144,3,128,10868.426951,198.605177,11509531170,199274441,154618822658,85270933542,140722175665776
Parallel,7168,3,128,17458.596438,318.999509,18269929256,304088117,245530361858,135403907412,140722175665776
Parallel,8192,3,128,26471.932569,485.654709,27353471911,494769603,366506672130,202111560314,140722175665776
Parallel,1024,2,128,59.219096,1.533749,79814635,1510664,1073741826,593165737,140723429299264
Parallel,2048,2,128,509.520451,9.111513,638337548,11509032,8589934594,4738802599,140723429299264
Parallel,3072,2,128,1800.094178,31.229541,2161639529,40860505,28991029250,15990017589,140723429299264
Parallel,4096,2,128,4326.850975,74.630692,5126207657,89992945,68719476738,37898249149,140723429299264
Parallel,5120,2,128,8436.211237,145.211561,9974460962,169273783,134217728002,74015353760,140723429299264
Parallel,6144,2,128,14665.995900,252.793125,17244967320,297868365,231928233986,127893185368,140723429299264
Parallel,7168,2,128,23283.719713,400.417403,27385523352,468476666,368293445634,203083600504,140723429299264
Parallel,8192,2,128,35485.042455,610.596780,41020837040,782883898,549755813890,303138448631,140723429299264
Parallel,1024,1,128,113.819205,1.683491,159345319,2627663,2147483650,1184746778,140734212505776
Parallel,2048,1,128,953.558361,12.291967,1277762537,21823973,17179869186,9474609364,140734212505776
Parallel,3072,1,128,3157.765936,43.866934,4311544949,78311415,57982058498,31973363482,140734212505776
Parallel,4096,1,128,7657.051768,103.423607,10229438070,184357158,137438953474,75784699223,140734212505776
Parallel,5120,1,128,15242.393528,197.012669,19975684378,338049897,268435456002,148012325526,140734212505776
Parallel,6144,1,128,26428.366093,348.842830,34520083725,631713467,463856467970,255759951124,140734212505776
Parallel,7168,1,128,41844.257513,600.932027,54808140101,918503128,736586891266,406131283362,140734212505776
Parallel,8192,1,128,64206.934332,852.448836,82031433753,1516887089,1099511627778,606230037252,140734212505776
SYCL_CPU,1024,16,64,458.388061,10.176217,401225,4588,13,1074892,0
SYCL_CPU,2048,16,64,1124.545484,39.167195,1581375,4307,13,3824405,0
SYCL_CPU,3072,16,64,3922.878545,122.522991,3558073,5686,13,8471989,0
SYCL_CPU,4096,16,64,10723.273374,320.018088,6318959,8549,13,14964214,0
SYCL_CPU,5120,16,64,20272.730078,578.839953,9875353,9589,13,23305352,0
SYCL_CPU,1024,16,64,455.066448,9.330740,400460,4268,13,1074892,0
SYCL_CPU,2048,16,64,1124.512061,33.784676,1581736,4097,13,3825445,0
SYCL_CPU,3072,16,64,4526.106959,127.497923,3552428,6028,13,8471770,0
SYCL_CPU,4096,16,64,10174.815968,278.455662,6317577,8869,13,14964666,0
SYCL_CPU,5120,16,64,20193.538205,531.810068,9869060,11512,13,23305889,0
SYCL_CPU,6144,16,64,34352.016317,829.828424,14195288,13533,13,33493216,0
SYCL_CPU,7168,16,64,54666.144486,1293.187167,19337187,14581,13,45528331,0
SYCL_CPU,8192,16,64,82339.972526,1833.930321,25237017,17638,13,59410122,0
SYCL_CPU,1024,16,64,468.815486,7.983901,401137,4291,13,1074893,0
SYCL_CPU,2048,16,64,1376.593664,34.344980,1580936,3992,13,3825886,0
SYCL_CPU,3072,16,64,4499.306210,106.210862,3553427,6017,13,8471435,0
SYCL_CPU,4096,16,64,9021.541494,210.432737,6314330,8739,13,14964506,0
SYCL_CPU,5120,16,64,17730.303437,407.066168,9893754,13207,13,23304692,0
SYCL_CPU,1024,16,16,489.172925,7.956009,401133,4488,13,1074894,0
SYCL_CPU,2048,16,16,675.601832,16.316768,1582128,4166,13,3825398,0
SYCL_CPU,3072,16,16,2249.936853,51.788475,3555477,6089,13,8471233,0
SYCL_CPU,4096,16,16,5043.545681,116.816438,6315820,9329,13,14964847,0
SYCL_CPU,5120,16,16,9952.175963,224.348993,9866310,10653,13,23305927,0
SYCL_CPU,6144,16,16,17569.788571,392.933186,14202319,13880,13,33493015,0
SYCL_CPU,7168,16,16,27655.421831,616.857687,19333172,16223,13,45528077,0
SYCL_CPU,8192,16,16,46095.321427,1030.091901,25242076,18399,13,59409997,0
